#_in-n-outs,Pop_2021,total_mileage_of_freeways,densityMi,growthSince2010,#_BurgerKing,#_innout_state,median_income_capita,GDP _capita,Percent_Change_GDP,percent_white,GDP_tate,CA_Dummy,innout_tree
0,4834,0,1.913026211,0.000623182,27,4,24326,40,33.5,93.3,385834.80,0,0
0,4720,0,6.548037889,0.137250294,0,4,25842,28,10.3,93.8,385834.80,0,0
0,4654,64.422,6.070063694,0.089142857,0,39,21997,224,-9.8,88.7,1876327.80,0,0
0,4600,172.358,0.399134769,-0.205986904,3,25,27195,369,6.1,95.4,165455.10,0,0
0,4552,118.043,1.195843325,-0.059513831,0,25,19725,47,3.1,91.7,165455.10,0,0
0,4520,75.998,5.764705882,-0.126418152,0,39,23814,42,-2.4,90.4,1876327.80,0,0
0,4497,0,6.623546512,0.025889239,0,4,22996,43,6.5,93.9,385834.80,0,0
0,4295,133.673,3.349320544,-0.090514435,0,39,20750,34,3.9,92,1876327.80,0,0
0,4047,0.606,15.70722433,0.030174564,0,25,19424,549,18.4,94.5,165455.10,0,0
0,3948,88.172,4.235737352,-0.019192423,0,39,20983,32,4.3,81,1876327.80,0,0
0,3720,85.81,3.984427141,-0.098641168,0,39,21310,94,25,93.5,1876327.80,0,0
0,3567,61.568,4.851798561,-0.185310462,1,39,22709,66,-1.5,93.7,1876327.80,0,0
0,3519,0,1.339334638,-0.096620908,0,4,22558,47,11.4,96,385834.80,0,0
0,3517,0,2.846780766,-0.008796822,0,4,20592,22,-5.3,95.5,385834.80,0,0
0,3491,98.214,3.906574394,-0.090982287,0,39,24137,48,-6.1,80.3,1876327.80,0,0
0,3450,84.587,3.593818985,-0.144733386,0,39,22202,205,-20.4,92.2,1876327.80,0,0
0,3417,90.201,2.162310867,-0.238372093,0,39,37215,81,-11.9,76.1,1876327.80,0,0
0,3384,107.392,3.809635723,-0.128260285,17,39,35092,62,28.2,88.9,1876327.80,0,0
0,3363,74.811,2.885957447,0.007128007,0,39,23741,1695,-10.2,88.1,1876327.80,0,0
0,3340,107.918,2.653505238,-0.018479881,0,39,24443,2509,-7.3,96.2,1876327.80,0,0
0,3322,159.99,0.682782761,-0.102128884,0,39,22848,53,0.3,86.3,1876327.80,0,0
0,3288,109.654,3.592755214,-0.014156627,0,39,24231,71,81.8,91,1876327.80,0,0
0,3266,105.21,3.378640777,-0.148218657,0,39,20467,45,4.7,74.8,1876327.80,0,0
0,3199,69.671,2.197058824,-0.169538633,0,39,31047,31,-3.9,94.2,1876327.80,0,0
0,3181,70.392,3.118902439,-0.249082457,0,39,24460,44,2.6,89.1,1876327.80,0,0
0,3145,103.955,3.308533917,-0.104795737,0,39,24924,83,1.3,89.7,1876327.80,0,0
0,3138,116.605,3.204935622,-0.095396729,0,39,34416,248,-9.8,80.2,1876327.80,0,0
0,3079,101.93,3.395592865,-0.001234568,0,267,21332,27,3.2,93.2,2885627.30,1,0
0,2948,63.998,2.758169935,-0.171736997,0,39,30444,26,4,75.4,1876327.80,0,0
0,2939,223.049,1.037406484,-0.216993816,0,39,19746,404,-15.4,93,1876327.80,0,0
0,2875,107.438,3.019252548,-0.204891142,0,39,25629,37,31.2,78.6,1876327.80,0,0
0,2852,60.154,3.709585122,-0.216379571,0,39,19595,31,5.3,82.8,1876327.80,0,0
0,2553,88.323,3.061935484,-0.24112568,0,39,22446,164,3,94.3,1876327.80,0,0
0,2547,79.634,1.638443936,-0.379370124,0,39,28030,71,-4.8,90.8,1876327.80,0,0
0,2507,19.61340855,2.512147716,0.141784452,0,12,28411,58,-3,95,191965.20,0,0
0,2500,2.428518554,0.974806989,-0.136429086,0,12,16026,45,2.4,96.3,191965.20,0,0
0,2459,0,4.397810219,0.013030685,0,4,22124,34,4.9,88,385834.80,0,0
0,2357,79.265,2.932827736,-0.10777851,0,39,26708,222,-3.7,78.6,1876327.80,0,0
0,2288,0,2.253045923,0.164728682,0,4,21543,55,-18.3,71.4,385834.80,0,0
0,2251,96.44,1.113257828,-0.185672515,0,39,27071,170,-5.3,86.5,1876327.80,0,0
0,2209,156.194,0.55730396,-0.113844871,0,39,24787,1167,-4.3,89.7,1876327.80,0,0
0,2021,184.064,0.834878587,-0.192570453,0,39,22615,42,8,90,1876327.80,0,0
0,1981,79.992,2.082039911,-0.16235504,0,39,16176,27,-4,91.6,1876327.80,0,0
0,1980,64.283,2.01650165,-0.035770647,0,39,17687,23,-10.5,94,1876327.80,0,0
0,1954,140.39,1.685477178,0.085515767,0,3,28407,139,-11.1,94.2,234806.20,0,0
0,1809,26.38077286,1.849604222,-0.098971722,0,12,31709,32,-16.3,92.2,191965.20,0,0
0,1784,126.28,2.305825243,0.076487252,0,3,23008,313,-0.6,91.6,234806.20,0,0
0,1691,0,0.967941507,-0.062636166,0,4,23415,200,57.8,85.6,385834.80,0,0
0,1603,73.153,0.4348659,-0.086059386,0,25,24056,1113,7,90.2,165455.10,0,0
0,1569,75.506,1.739467849,-0.35801964,0,39,13959,83,-0.3,91.7,1876327.80,0,0
0,1560,62.918,1.491675916,-0.106976744,0,39,23563,55,13.3,92,1876327.80,0,0
0,1555,73.728,1.412547529,-0.070669168,0,39,18464,995,-23.5,92.5,1876327.80,0,0
0,1477,155.8,0.847813411,0.009021513,0,3,20857,521,-14,90.2,234806.20,0,0
0,1426,103.628,1.511500548,-0.15904936,0,39,23472,117,52.8,93.2,1876327.80,0,0
0,1414,0,0.826357466,0.045064378,0,4,22173,77,44.3,95,385834.80,0,0
0,1391,95.698,1.561213434,0.26071741,0,39,19762,207,-2.1,86.6,1876327.80,0,0
0,1375,0,0.850681537,-0.015064562,5,4,25818,78,-15.6,94.9,385834.80,0,0
0,1366,153.342,0.589235128,-0.376623377,0,39,18518,68,-4.2,95.3,1876327.80,0,0
0,1358,70.006,1.280567686,-0.212751678,0,39,23895,132,-11.7,93,1876327.80,0,0
0,1344,89.18,1.643631436,0.032340426,0,267,30573,71,-0.5,69.9,2885627.30,1,0
0,1269,68.256,1.028282828,-0.158677686,0,39,23660,24,-16.4,89.6,1876327.80,0,0
0,1266,90.32,1.527777778,-0.16004887,0,39,23452,86,21.1,69.4,1876327.80,0,0
0,1221,70.163,1.203333333,-0.116639478,0,39,20370,3858,-20.5,93.1,1876327.80,0,0
0,1087,55.941,1.453125,-0.234281437,0,39,21523,95,1.2,65.8,1876327.80,0,0
0,987,115.591,0.199329983,-0.088122605,0,25,16120,46,13.3,85.1,165455.10,0,0
0,979,120.892,0.294317218,-0.294715447,0,39,18046,175,11.8,83.6,1876327.80,0,0
0,858,0,0.689346464,-0.086595492,0,4,36046,38,0.3,95.1,385834.80,0,0
0,794,0,1.038812785,0.278089888,0,4,34305,66,13.4,92.2,385834.80,0,0
0,729,85.416,0.497368421,-0.198019802,0,39,23891,3267,-21.5,95.6,1876327.80,0,0
0,724,46.426,0.862554113,-0.142088267,0,39,33050,963,-23.2,93.9,1876327.80,0,0
0,698,0,1.824742268,0.012875536,0,4,25926,51,-33.6,94.7,385834.80,0,0
0,632,95.568,0.813953488,-0.090346535,0,39,28193,435,-15.3,90.4,1876327.80,0,0
0,564,236.9893123,1.289813486,-0.15108593,0,12,28621,197,-9.3,91.3,191965.20,0,0
0,550,30.663,0.700111483,-0.020280811,0,39,23734,1292,-9.6,84.6,1876327.80,0,0
0,229,71.003,0.284302964,-0.094405594,0,39,20712,581,-16.7,84.8,1876327.80,0,0
0,169,46.72,0.225651578,-0.209134615,0,39,19434,1939,15.3,94.3,1876327.80,0,0
0,83,20.37,0.086696562,-0.292682927,0,39,25326,97520,-25.6,97.2,1876327.80,0,0
